College Code,College Name,Email,Phone,Address
1914,DUARABAZAR DEGREE COLLEGE,duarabazarcollege@gmail.com,01720504718,"P.O - DUARABAZAR,  DIST:  SUNAMGANJ, Sunamganj"
1915,BIBIANA MODEL COLLEGE,bibianamdcollege@gmail.com,01720560964,"BOALIA BAZAR, Sunamganj"
1916,ISLAMGONJ COLLEGE,islamgonjcollege@gmail.com,01716465753,"GOURARANG, SUNAMGANJ SADAR, Sunamganj"
1917,SULLA GOVT. COLLEGE,sullacollege1986@gmail.com,01746115494,"GHUNGERGHOAN, Sunamganj"
1918,MOINUL HAQUE COLLEGE,mhcollege7@gmail.com,01789518828,"POST-JOYNAGAR BAZAR,Sunamgonj Sadar,Sunamgonj, Sunamganj"
1919,SUNAMGANJ POURA COLLEGE,spcs1995@gmail.com,087161853,"SUNAMGANJ POURA COLLEGE, SUNAMGANJ SADAR,SUNAMGANJ-3000., Sunamganj"
1920,JOYNEL ABEDIN COLLEGE,jac130078@gmail.com,01749480072,"vill: Takatokia , post. Tahirpur, Up: Tahirpur, Zilla: Sunamgonj,"
2001,MOULVIBAZAR GOVT. COLLEGE,mbgovtcollege@yahoo.com,086152220,"COURT ROAD, MOULVIBAZAR, Moulvibazar"
2002,BARALEKHA DEGREE COLLEGE,barlekhadegreecollege@yahoo.com,0862256101,"GRAMTALA, BARLEKHA, Moulvibazar"
2003,MOULVIBAZAR MAHILA COLLEGE,mbgwc.bd@gmail.com,0241110046,"COURT ROAD, MOULVIBAZAR, Moulvibazar"
2004,RAJNAGAR GOVERNMENT COLLEGE,rajnagarcollege@gmail.com,01325215981,"RAJNAGAR,MOULVIBAZAR, Bangladesh, Moulvibazar"
2005,KOMOLGANJ GOVT. GANO COLLEGE,kggcollege1972@gmail.com,01723637501,"KOMOLGANJ, Moulvibazar"
2006,SREEMANGAL GOVT. COLLEGE,sreemangalgcol@yahoo.com,0862671340,"P.O.- SREEMANGAL, Moulvibazar"
2007,KULAURA DEGREE COLLEGE,kdc.for.nu@gmail.com,0862456024,"KULAURA, MOULVIBAZAR, Moulvibazar"
2008,TAIBUNNESSA KHANOM ACADEMY DEGREE COLLEGE,tnkad.college@yahoo.com,01711983592,"NORTH BABANIPUR, Moulvibazar"
2009,YAKUB TAJUL MAHILA COLLEGE,eakubtajulmohilacollege@gmail.com,0862456147,"KULAURA, Moulvibazar"
2010,"DWARIKA PAUL MOHILA COLLEGE, SRIMANGAL",dpmc_srimangal@yahoo.com,02996685677,"HOBIGANJ ROAD, SRIMANGAL, Moulvibazar"
2011,NARI SHIKKA ACADEMY DEGREE COLLEGE,nsadcollege@gmail.com,0862256236,"PANIDHAR,  BARLEKHA, Moulvibazar"
2012,LUNGLA ADHUNIK DEGREE COLLEGE,lunglaadhunikdegreecollege@gmail.com,01715358407,"PO.- PRITHIMPASSA
PS.: Kulaura, Moulvibazar, Moulvibazar"
2013,MOULANA MOFAZZAL HOSSAIN MAHILA COLLEGE,moulanaraj@gmail.com,01716073482,"PONCHGON, Moulvibazar"
2014,SYED SHAH MOSTAFA COLLEGE,shahmostafacollege@gmail.com,086164956,"SHAMSHER NAGAR ROAD, MOULVIBAZAR, Moulvibazar"
2015,ALHAJ MD MOKLISUR RAHMAN DEGREE COLLEGE,mrcollegembazar@gmail.com,01733377785,"YOUSUFNAGAR (RATGAON), SHAMSHERGANJBAZAR, Moulvibazar Sadar., Moulvibazar"
2016,SHAH- NIMATRA SAGORNAL- FULTOLA COLLEGE,info.sfcollege@gmail.com,0307013102,"Fultola, Juri, Moulvibazar., Moulvibazar"
2017,BHATERA COLLEGE,bhateracollege1995@gmail.com,01716946740,"BHATERA-3118,"
2101,GOVT. EDWARD COLLEGE,edwardcollegebd@yahoo.com,02588846126,"PABNA, Pabna"
2102,SHAHID BULBUL GOVT. COLLEGE,govt.shaheedbulbulcollegepabna@yahoo.com,0,"ATAIKULA ROAD, PABNA, Pabna"
2103,BASHER BADA COLLEGE,BASHERBADACOLLEGE@YAHOO.COM,073164146,"BANSHER BADA, ISHWARDI, PABNA, Pabna"
2104,PABNA COLLEGE (DAY/NIGHT),pabnacollege@yahoo.com,073165350,"SHA ALAM ROAD, pabna., Pabna"
2105,PABNA GOVT. MAHILA COLLEGE,mohilacollegepab@yahoo.com,02588805088,"DILALPUR, Pabna"
2106,GOVT. HAJI JAMALUDDIN COLLEGE,hajijamaluddincollege@gmail.com,0732856044,"CHAWBARIA, P.O. BHANGOORA ,, Pabna"
2107,GOVT. MOHAMMAD YASIN COLLEGE,yasincollage@gmail.com,01712643470,"BANWARINAGAR, FARIDPUR, PABNA., Pabna"
2108,BERA GOVERNMENT COLLEGE,beracollege@ymail.com,0732375028,"POST : BERA, UPAZILLA : BERA, DISTRICT : PABNA, Pabna"
2109,SANTHIA GOVT. COLLEGE,santhiadegreecollege@gmail.com,0732756188,"BOILMARI,  PO:  SANTHIA,  UPAZILA: SANTHIA,
 DIST: PABNA . , Pabna"
2110,SHAHEED NURUL HOSSAIN COLLEGE,snhcollege@gmail.com,01309125744,"KASHINATHPUR, Pabna"
2111,MADHPUR AMENA KHATUN COLLEGE,ataikuladegreecollege1970@gmail.com,01309125745,"POST. & THANA : ATAIKULA, DIST. : PABNA, Pabna"
2112,GOVERNMENT ISWARDI COLLEGE,ishurdi.govt.college@gmail.com,02588846618,"MOSURIA PARA,ISHWARDI,PABNA., Pabna"
2113,PAKSHI RAILWAY COLLEGE,pakseycollege@yahoo.com,01711020835,"PAKSEY, ISHWARDI, PABNA, Pabna"
2114,CHATMOHAR GOVT. COLLEGE,chatmohar.govcollege@gmail.com,0732456145,"VILLAGE: NARIKELPARA, POST: CHATMOHAR, DIST: PABNA, Pabna"
2115,ISWARDI MAHILA DEGREE COLLEGE,principalimc1989@gmail.com,0732663324,"Pabna Road, Mordho Aronkhola, Ishwardi, Pabna., Pabna"
2116,DASHURIA COLLEGE,mcdashuria@gmail.com,0732663770,"post : dashuria, upazilla : ishwardi, district: pabna, Pabna"
2117,MIRZAPUR COLLEGE,mirzapurcollege2013@gmail.com,01717890568,"POST: ASTOMONISHA, PS: CHATMOHAR, DIST: PABNA., Pabna"
2118,MANJUR KADER MAHILA COLLEGE,mkmcollege@hotmail.com,0732375132,"Monjur kader mohila college, POST: BERA, DIST: PABNA, Pabna"
2119,DEBOTTAR COLLEGE,ddcpab@gmail.com,0732256036,"DEBOTTAR, Pabna"
2120,HAJI JASHIMUDDIN COLLEGE,hjudc@yahoo.com,01712152964,"DUBLIA.PABNA, Pabna"
2121,CHAIKOLA DEGREE COLLEGE,chhaikola.college@yahoo.com,01720433214,"POST: CHAIKOLA, Pabna"
2122,SAMSUL HUDA DEGREE COLLEGE,SAMSULHUDACOLLEGE@GMAIL.COM,01715921284,"VILL- TEBUNIA,  UNION- MALIGACHA, UPOZILA- PABNA SADAR, DISTRICT-PABNA, Pabna"
2123,DR. ZAHURUL KAMAL DEGREE COLLEGE,dzkdc.pabna@yahoo.com,01716155923,"DULAI,SUJANAGAR, PABNA., Pabna"
2124,PROFESSOR BOYEN UDDIN DEGREE COLLEGE,pr.budc@gmail.com,01718541134,"POST: PANCHURIA, Upzilla: Chatmohar, Dist: Pabna, Pabna"
2125,KHIDIRPUR DEGREE COLLEGE,khidirpurcollege9@gmail.com,01727394089,"KHIDIRPUR BAZAR, Pabna"
2126,SHAHID M. MANSUR ALI COLLEGE,mdismailhossaion53@gmail.com,073164002,"SHALGARIA, BYPASS MORE, HOSPITAL ROAD, PABNA, Pabna"
2127,PARKHIDIR PUR DEGREE COLLEGE,parkhidirpurdegreecollege@gmail.com,01717890890,"POST- PARKHIDIRPUR, Pabna"
2128,CHATMOHAR WOMEN'S DEGREE COLLEGE,chatmohiladegcollege@yahoo.com,0732456210,"POST: CHATMOHAR NBAZAR, DIST. PABNA, Pabna"
2129,PABNA ISLAMIA (DEGREE) COLLEGE,pidcpabna@gmail.com,073164559,"LASKAR PUR pabna, Pabna"
2130,SANTHIA MOHILA DEGREE COLLEGE,santhiamohiladegreecollage@gmail.com,01712892929,"SANTHIA, PABNA, Pabna"
2131,SHAHID AMINUDDIN LAW COLLEGE,lawcollegepabna@gmail.com,01777632365,"RUPKOTHA ROAD, PABNA SADAR, PABNA, Pabna"
2132,PABNA B. ED. COLLEGE,pabnabedcollege@gmail.com,01718878583,"DAGBANGLA, BERA,PABNA, Pabna"
2133,PABNA ADARSHA B. ED. COLLEGE,0,,"0, Pabna"
2134,GOVT. TEACHERS' TRAINING COLLEGE,ttcpabna@yahoo.com,02588845329,"CALLICO COTON MILLS,RAJAPUR,PABNA SADER,PABNA, Pabna"
2135,"PAKSHI COLLEGE OF PHYSICAL EDUCATION, PAKSHI",rkbabu01718@gmail.com,0732663648,"PAKSHI, ISHURDI, PABNA, Pabna"
2136,"SELIM REZA HABIB DEGREE COLLEGE, MALIFA",srhdc01@gmail.com,01712517488,"MALIFA. SUJANAGAR. PABNA, Pabna"
2137,PABNA AL-AMANA ADARSHA LIBRARY AND INFORMATIO,0,,"0, Pabna"
2138,DULAURI DEGREE COLLEGE,dhulauricollege@gmail.com,01753613647,"DHULAURI, Pabna"
2139,CITY COLLEGE,pabnacitycollege@yahoo.com,073164027,"GOPALPUR, Pabna"
2140,EUNUS ALI DEGREE COLLEGE,tpeadc1993@gmail.com,01711908579,"DHANUAGHATA, FARIDPUR, PABNA, Pabna"
2141,ATGHORIA GOVT. COLLEGE,atghoriacollege@gmail.com,01309125300,"P.O: CHANDVA, Pabna"
2142,DENGERGRAM DEGREE COLLEGE,dangergram1997@yahoo.com,01716218652,"Kodomtola, Kacharipara, Pabna, Pabna"
2143,MASHUNDIA BHAWANIPUR K. J. B. DEGREE COLLEGE,kjbdc.mashundia@gmail.com,00,"VILL: MASHUNDIA , POST: MASHUNDIA BAZAR,, Pabna"
2144,NIZAMUDDIN ASGAR ALI COLLEGE,n.a.college84@gmail.com,0732956118,"SUJANAGAR, Pabna"
2145,JORGACHA COLLEGE,jorgasadegreecollege@yahoo.com,01719860660,"JORGACHA, Pabna"
2146,KASHINATHPUR WOMENS COLLEGE,kwomenscollege@gmail.com,0733254080,"Haridebpur, Kashinathpur, Bera, Pabna"
2147,NAKALIA MONJUR KADER COLLEGE,nakaliamonjurkadercollege@yahoo.com,01716043459,"NAKALIA, BERA, PABNA, Pabna"
2148,SUJANAGAR WOMENS COLLEGE,sujanagarmcollege@yahoo.com,01309125788,"POST. SUJANAGAR, Pabna"
2149,MOHILA COLLEGE BHANGOORA,mohilacollegebhangoora@gmail.com,01715101996,"POST- BHANGOORA, Pabna"
2150,SATBARIA DEGREE COLLEGE,satbariacollege@gmail.com,01712604971,"SATBARIA, Sujanagar, Pabna, Pabna"
2151,SALIMPUR DEGREE COLLEGE,salimpur_college@yahoo.com,02588846916,"JOYNAGAR, ISHWARDI, PABNA, Pabna"
2201,SIRAJGANJ GOVT. COLLEGE,srgovc@gmail.com,02588830063,"SIRAJGANJ  SADAR, Sirajgonj"
2202,ISLAMIA GOVT. COLLEGE,islamia_govt_college_sirajganj@yahoo.com,075162184,"DHANBANDHI, J.C. ROAD, SIRAJGANJ, Sirajgonj"
2203,RASHIDAZZOHA GOVT. MAHILA COLLEGE,principalgrwc@yahoo.com,8802588830324,"SIRAJGONJ, Sirajgonj"
2204,MAULANA BHASANI COLLEGE,mbhac.siraj@yahoo.com,02588831334,"MUJIB SARAK, Sirajgonj"
2205,GOVT. HAJI KORAP ALI COLLEGE,hkmc_70@yahoo.com,0752456024,"P.O: BOIDYAJAMTOIL, UPPAZILA; KAMARKHAND
DIST : SIRAJGANJ., Sirajgonj"
2206,CHOWHALI GOVT. COLLEGE,chowhalidegreecollege@gmail.com,01309128074,"CHOWHALI GOVT. COLLEGE,upazilla-chowhali, Dist-sirajgonj., Sirajgonj"
2207,KAZIPUR MANSUR ALI GOVT. COLLEGE,govtmonsuralicollege69@gmail.com,0752556123,"Road- Meghai, Post- Meghai (6710)Upazilla- Kazipur, Dist- Sirajgnaj, Sirajgonj"
2208,ABDULLAH AL MAHMUD DEGREE COLLEGE,aalmdcollege@gmail.com,01309128457,"ABDULLAH AL-MAHMUD DEGREE COLLEGEBAGBATI,SIRAJGANJ SADAR,SIRAJGANJ., Sirajgonj"
2209,RAFATULLAH IFAZUDDIN MEMORIAL COLLEGE,rimdegreeco@yahoo.com,01717880908,"POST.TENGLAHATA, DIST.SIRAJGONJ, Sirajgonj"
2210,GOVT. AKBAR ALI COLLEGE,govtakbaralicollege@gmail.com,0752956130,"ULLAPARA, SIRAJGANJ, Sirajgonj"
2211,HAJI WAHED MARIAM COLLEGE,hwmcollege@gmail.com,01556573823,"CHANDAIKONA.RAIGONJ. SIRAJGONJ, Sirajgonj"
2212,SALONGA COLLEGE,salanga.hcollege@yahoo.com,01770035812,"SALONGA, RAYGONJ, SIRAJGONJ., Sirajgonj"
2213,TARASH COLLEGE,tarashdc@gmail.com,01740994989,"UPAZILA. TARASH, DISTICT : SIRAJGONJ, Sirajgonj"
2214,SHAHJADPUR GOVT. COLLEGE,shahzadpur.govt.college@gmail.com,02588833583,"SHAHZADPUR, SIRAJGONJ, Sirajgonj"
2215,JAMIRTA COLLEGE,jamirtadegreecollege@gmail.com,01718774297,"JAMIRTA,  P.O: JAMIRTA, P.S: SHAHZADPUR. DIST: SIRAJGANJ., Sirajgonj"
2216,BELKUCHI GOVERNMENT COLLEGE,belkuchicollege@yahoo.com,0752256404,"Vill: MUKUNDAGANTI, P.O:SHOHAGPUR, UPAZILA: BELKUCHI, DIST: SIRAJGANJ., Sirajgonj"
2217,GOVERNMENT NURUNNAHAR TARKABAGISH COLLEGE,bntc2217@gmail.com,01309128274,"POURASHOVA & UPAZILA SADAR RAIGONJ , SIRAJGONJ., Sirajgonj"
2219,SATBARIA DEGREE COLLEGE,satbaria.degree.college.shah.siraj@gmail.com,01309128360,"KHAS SATBARIA, Sirajgonj"
2220,GHORASAL SAHITTIK BARKAT ULLAH COLLEGE,gsbcollege93@gmail.com,01740578561,"BETKANDI, Sirajgonj"
2221,AFZAL HOSSAIN MEMORIAL COLLEGE,ahmdc94@gmail.com,01309128182,"Vill- chalitadanga, Post-Chalitadanga
Upazilla- Kazipur, Dist- Sirajganj, Sirajgonj"
2222,JAMUNA COLLEGE,jamunacollege2013@gmail.com,01309128467,"P.O- SAROTIA, U.P- SAYADABAD, SIRAJGONJ, Sirajgonj"
2223,NATUARPARA COLLEGE,npdcoll@gmail.com,01716320400,"NATUAR PARA, Sirajgonj"
2224,MOWLANA SAIFUDDIN YAHIA COLLEGE,ahiacollegeshahzadpur@gmail.com,0752764413,"Mowlana Sifuddin Ahia Degree College, Post. Shahzadpur, Up. Shahzadpur, Dist. Sirasgonj, Sirajgonj"
2225,CHOWBARI DR. SALAM JAHANARA COLLEGE,chowbarisj.college@yahoo.com,01758755882,"CHOWBARI , KAMARKHAND , SIRAJGONJ ., Sirajgonj"
2226,KONABARI SHAHIDUL BULBUL COLLEGE,vpmamin@gmail.com,01756877366,"Shahidnagar,Kamarkhand,Siajgonj-6700,Bangladesh., Sirajgonj"
2227,TARASH MAHILA COLLEGE,tarashwomensdegreecollege@gmail.com,01767485260,"UPAZILA. TARASH, DISTICT : SIRAJGONJ, Sirajgonj"
2228,GULTA BAZAR SHAHID M. MANSUR ALI COLLEGE,gultacollege2017@gmail.com,01717328831,"VILL:- GULTA BAZAR, P.O- GULTA BAZAR P.S-TARASH DIS-SIRAJGONJ., Sirajgonj"
2229,NEEM GACHHI COLLEGE,neemgachhi_college@yahoo.com,01711451839,"NEEM GACHHI, RAYGONJ, SIRAJGONJ, Sirajgonj"
2230,ZINDANI COLLEGE,zindanicollegets@yahoo.com,01761577834,"P/O-SHARIFABAD,P/S-TARASH,DIST-SIRAJGONJ, Sirajgonj"
2231,DOBILA ISLAMPUR COLLEGE,dobilaislampurdegreecollege@yahoo.com,01773581728,"VILLAGE : DOBILA, UPAZILA : TARASH,  DISTRICT : SIRAJGONJ, Sirajgonj"
2232,AMINA MANSUR DEGREE COLLEGE,aminamansur2232@gmail.com,01825077756,"POST.- HARINATHPUR, Sirajgonj"
2233,SHIMLA COLLEGE,simlacollege@yahoo.com,00,"SHAHANGASA-POST-SHAHANGASA-SIRAJGONJ, Sirajgonj"
2234,KAMARKHAND WOMEN'S DEGREE COLLEGE,kwdc128115@gmail.com,0752456259,"BAYDA JAMTOIL, Sirajgonj"
2235,ALHAJ FORHAD ALI MEMORIAL COLLEGE,pr.akazaddhaka@gmail.com,01309128179,"KUMARIABARI, MUNSURNAGAR, (SHARISHABARI-JAMALPUR), Sirajgonj"
2236,JATIYO TARUN SANGO BARA PANGASHI COLLEGE,jts_college@yahoo.com,01724085055,"VILL: BARAPANGASHI, P.O: BARAPANGASHI
P.S: ULLAPARA, DIST: SIRAJGANJ., Sirajgonj"
2237,FULJORE DEGREE COLLEGE,shahed19710208@gmail.com,01716207345,"NALKA,RAIGONJ,SIRAJGONJ, Sirajgonj"
2238,SIMANTA BAZAR MAHILA DEGREE COLLEGE,smdcollege95@gmail.com,01711000777,"POST-KURALIA,SIRAJGANJ., Sirajgonj"
2239,SHAHZADPUR WOMEN'S COLLEGE,swdc97@gmail.com,075276167,"BISIC BUS STAND,SHAHZADPUR,SIRAJGONJ, Sirajgonj"
2240,MOHAMMAD NASIM CHALITADANGA WOMEN'S COLLEGE,cmcchalitadanga13@gmail.com,01322821864,"Post: CHALITADANGA, Upazila: KAZIPUR, District: SIRAJGANJ, Sirajgonj"
2241,GANDHAIL IDEAL COLLEGE,gidcollege@gmail.com,01711182129,"POST OFFICE-GANDHAIL, Sirajgonj"
2242,DOWLATPUR DEGREE COLLEGE,dowlatpurdegreecollege@gmail.com,01714256213,"Dowlatpur, Belkuchi, Sirajganj., Sirajgonj"
2243,GOVT. BANGABONDHU COLLEGE,bangabandhuc@yahoo.com,01719537366,"SONAMUKHI HAT, KAZIPUR,SIRAJGONJ, Sirajgonj"
2244,ULLAPARA BIGGAN COLLEGE,masudfakir266@gmail.com,1917159368,"dhaka bangladesh, Sirajgonj"
2245,UDGARI COLLEGE,udgaricollege1998@gmail.com,01922802040,"UDGARI.kazipur SIRAJGONG, Sirajgonj"
2246,SIRAJGONJ LAW COLLEGE,siranjganjlawcollage@gmail.com,01911923928,"B. A. COLLAGE ROAD, Sirajgonj"
2247,SIRAJGONJ B. ED. COLLEGE,sirajgonjbedcollege@gmail.com,0751,"B.A COLLEGE ROAD, Sirajgonj"
2248,RAJAB ALI MEMORIAL BIGGAN COLLEGE,ramsc999@gmail.com,075164596,"SOYADHANGORA,SIRAJGONJ., Sirajgonj"
2249,RAJAPUR DEGREE COLLEGE,rdcollegesirajganj@gmail.com,01309128024,"RAJAPUR, Belkuchi, Sirajganj, Sirajgonj"
2250,BELKUCHI BAHUMUKHI WOMEN'S COLLEGE,bbwdc2250@gmail.com,01309128025,"BELKUCHI, SIRAJGONJ, Sirajgonj"
2251,H. T. IMAM DEGREE COLLEGE,htimamdegreecollege@gmail.com,00,"ULLAPARA R.S, SIRAJGONJ, Sirajgonj"
2252,GOVT. BANGABANDHU MOHILA DEGREE COLLEGE,bangabandhu.m.college.shah.siraj@gmail.com,01718412031,"VILLAGE-SHERKHALI, P.O & P.S-SHAHZADPUR., Sirajgonj"
2253,KARATOA COLLEGE,karatoa.dct@gmail.com,01724660099,"TALGACHI, Sirajgonj"
2254,PRINCIPAL ABUL HOSSAIN COLLEGE,pah_college@yahoo.com,01719751688,"POST: KALIAKAIR, ULLAPARA, SIRAJGONJ, Sirajgonj"
2255,D.K.B.U COLLEGE,dkbu.college@yahoo.com,075163255,"BOHULY, SIRAJGONJ, Sirajgonj"
2256,GAZAIL COLLEGE,GAZAILCOLLEGE@YAHOO.COM,01761593327,"GAZAIL BAZAR,POST-KHORDO GAZAIL., Sirajgonj"
2257,SALAP COLLEGE,salapcollege128672@gmail.com,01735497029,"SALAP, Sirajgonj"
2258,RAIGONJ UPAZILA SADAR DHANGRARA WOMENS DEGREE COLLEGE,raigonjdmc@yahoo.com,01309128281,"DHANGHARA, RAIGONJ, SIRAJGONJ., Sirajgonj"
2259,GHONA KUCHIAMARA COLLEGE,gkdc1993@gmail.com,01824627755,"KUCHIAMARA, ULLAPARA, SIRAJGONJ., Sirajgonj"
2260,KHAMARGRAM COLLEGE,khamargramcollege@yahoo.com,01781886305,"VILL: KHAMARGRAM,POST: BETIL HATKHOLA, P.S: ENAYETPUR, UPAZILA: CHOWHALI, DIST: SIRAJGANJ., Sirajgonj"
2261,DADPUR G R COLLEGE,pn.dgr.college@gmail.com,01916847150,"VILL: DADPUR, POST:SHABGONJ, THANA: SALANGA, UPZALA: RAYGONJ, DIST: SIRAJGONJ, Sirajgonj"
2262,RAJMAN COLLEGE,college_rajman@yahoo.com,01716147497,"RAJMAN, Sirajgonj"
2263,GRAMPANGASHI COLLEGE,grampangashicollege@gmail.com,01309128278,"POST. BOALIAR CHAR, Sirajgonj"
2264,JANNAT ARA HENRY SCIENCE & TECHNOLOGY COLLEGE,jhstc2015@gmail.com,075164040,"16, MUJIB SARAK, SIRAJGONJ., Sirajgonj"
2265,BELKUCHI MODEL COLLEGE,belkuchimodelcollege.98@gmail.com,01718785340,"CHALA, SOHAGPUR,"
2301,N. S. GOVT. COLLEGE,ns_college_natore@yahoo.com,02588871616,"N.S GOVT. COLLEGE, NATORE-6400, Natore"
2302,KHUBJIPUR MOZAMMEL HAQUE COLLEGE,khubjipurmhaquecollege@gmail.com,0772474002,"KHUBJIPUR MOZAMMEL HAQUE COLLEGE, Natore"
2303,RANI BHAWANI GOVT. MAHILA COLLEGE,rbmohillagovtcollege@gmail.com,02588871352,"NATORE SADAR, NATORE, Natore"
2304,DIGHAPATIA M. K. COLLEGE,principaldmkc@gmail.com,077166867,"DIGHAPATIA, NATORE., Natore"
2305,GOL-E-AFROZ GOVT. COLLEGE,ga_govtcollege@yahoo.com,0772663004,"SINGRA, NATORE, Natore"
2306,BONPARA COLLEGE,bonparacollege@yahoo.com,0772356033,"BONPARA, HAROA, BARAIGRAM, NATORE, Natore"
2307,BAGATIPARA GOVT. COLLEGE,bagatiparadegreecollege@gmail.com,0772272024,"BAGATIPARA, NATORE, Natore"
2308,BILCHALAN SHAHID SHAMSUZZOHA GOVT. COLLEGE,bcsscollege@rocketmail.com,01711233125,"GURUDASPUR, Natore, Natore"
2309,ABDULPUR GOVT. COLLEGE,abdulpurcollege@gmail.com,01309124115,"abdulpur gov.college,natore., Natore"
2310,GOPALPUR COLLEGE,gdcnat@gmail.com,0772575013,"GOPALPUR, LALPUR, NATORE-6420., Natore"
2311,BARAIGRAM GOVERNMENT COLLEGE,baraigramcollege@gmail.com,01309123970,"BARAIGRAM, NATORE, Natore"
2312,SHAHID NAZMUL HAQUE DEGREE COLLEGE,snhdc.natore@gmail.com,0773251014,"NALDANGA, NATORE, Natore"
2313,KALAM COLLEGE,principal.kalamdegreecollege@gmail.com,01309124313,"MIRZAPUR, Natore"
2314,MOHORKOYA COLLEGE,mohorkayacoll@yahoo.com,01716437841,"VILL: MOHORKAYA, POST: BILMARIA, THANA: LALPUR, DIST: NATORE., Natore"
2315,TAMALTALA KRISHI & KARIGARI COLLEGE,tatcbagatipara@gmail.com,0772272325,"TAMALTALA, BAGATIPARA, NATORE., Natore"
2316,JAMNAGAR COLLEGE,jamnagarcollege@gmail.com,01740610390,"VIL: JAMNAGAR, P.O:JAMNAGAR, Natore"
2317,BANSHBARIA DEGREE COLLEGE,bdc_nat@yahoo.com,01743946183,"BANSHBARIA, BAGATIPARA, NATORE., Natore"
2318,GOPALPUR WOMEN'S DEGREE COLLEGE,principal.gamdc@gmail.com,02588875464,"Gopalpur, Lalpur, Naotre, Natore"
2319,ROHMOT IQBAL DEGREE COLLEGE,rohmotiqbaldegreecollege@yahoo.com,01718617735,"BAMIHA, Natore"
2320,MOUKHARA ISLAMIA WOMEN'S DEGREE COLLEGE,moukharacollege@yahoo.com,0172278459,"MOUKHARA, Natore"
2321,RAZAPUR DEGREE COLLEGE,collegerazapurdegree@gmail.com,00000,"RAJAPUR HAT, Natore"
2322,SHEIKH FAZILATUNNESA MUZIB GOVT.  WOMEN'S DEGREE COLLEGE,sfmwhc_1997@yahoo.com,0772356079,"BOANPARA,HAROYA,BARAIGRAM,NATORE., Natore"
2323,BAGATIPARA MOHILA DEGREE COLLEGE,bmc.natore@yahoo.com,0772272099,"BAGATIPARA, NATORE, Natore"
2324,DATTAPARA MODEL DEGREE COLLEGE,dattaparacollegebd@yahoo.com,077166269,"DATTAPARA, DHARAIL, NATORE, Natore"
2325,BILL HALTI TRIMOHONI DEGREE COLLEGE,bilhaltitrimohonidegreecollege@yahoo.com,01713775989,"VILL: NAGRMAJGRAM, POST: DANGAPARA, Natore"
2326,NAZIRPUR DEGREE COLLEGE,principalndc@ymail.com,01309124031,"NAZIRPUR,POST-NAZIRPUR HAT,PS-GURUDASPUR,DIST-NATORE, Natore"
2327,MADHNAGAR DEGREE COLLEGE,mdc.natore@gmail.com,01713814221,"MADHNAGAR, NALDANGA, NATORE, Natore"
2328,ROSEY MOZAMMEL WOMEN'S COLLEGE,roseycollege@gmail.com,0772474356,"KHAMARNACHKOIR, GURUDASPUR, NATORE., Natore"
2329,AHAMMEDPUR DEGREE COLLEGE,mhkabir@yahoo.com,01718627425,"AHAMMEDPUR, Baraigram, Natore., Natore"
2330,ZONAIL DEGREE COLLEGE,jonailcollege@gmail.com,01716499745,"ZONAIL, BARAIGRAM, NATORE, Natore"
2331,NATORE CITY COLLEGE,natorecitycollege@yahoo.com,01715170671,"Hugolbaria, Natore powrosova, Natore., Natore"
2332,SAILKONA COLLEGE,sailkonadegreecollege1@gmail.com,01711575559,"BAGATIPARA, NATORE, Natore"
2333,NATORE TEACHERS' TRAINING COLLEGE,nttc.natore@gmail.com,01716961346,"RAMAIGACHI, NATORE, Natore"
2334,NATORE MOHILA COLLEGE,nmcnatore98@gmail.com,01711954757,"BONBELGHORIA,NATORE, Natore"
2335,SINGRA CHALANBIL WOMEN'S DEGREE COLLEGE,scwdc2335@gmail.com,01718775350,"AUKURI, SINGRA, NATORE., Natore"
2336,KHALISHA DANGA DEGREE COLLEGE,khalishadangacollege@yahoo.com,01710243806,"Vill: DHANAIDAH P.O: Panchbaria Thana: Baraigram
Dist: Natore Post code 6623, Natore"
2337,KAFURIA DEGREE COLLEGE,kafuriadegreecollegenatore@yahoo.com,01714943547,"KAFURIA, Natore"
2338,LALPUR COLLEGE,principalldc72@gmail.com,0772575169,"VILL. JATDOYBOKY p.o: Lalpur, P.S: Lalpur, Dist: Natore., Natore"
2339,AZAM ALI COLLEGE,collegeazamali@gmail.com,01783481704,"AHMEDPUR BAZAR, BARAIGRAM, NATORE, Natore"
2340,QADIRABAD CANTONMENT SAPPER COLLEGE,sapper_college@yahoo.com,02589143485,"QADIRABAD CANTONMENT, DAYARAMPUR-6431, BAGATIPATA, NATORE., Natore"
2341,RAHIM UDDIN AHMED MEMORIAL COLLEGE,ruamcollege@gmail.com,01856488000,"KUSUMBI, SINGRA, Natore"
2342,BANGABANDHU SHAIKH MUJIB COLLEGE,bbsmojibcollege.nat@gmail.com,01719751538,"POST. CHATNI,"
2343,CHAMARI DEGREE COLLEGE,c124311c@gmail.com,01740934620,"CHAMARI, SINGRA, NATORE, Natore"
2344,JAHANARA & LATIFAR RAHMAN SPECIAL EDUCATION TEACHERS TRAINING COLLEGE,jlrcollege2019@gmail.com,01848052125,"Mohorkaya, Bilmaria, Lalpur, Natore,"
2401,NAOGAON GOVT. COLLEGE,principalngc62556@gmail.com,8802587747410,"BANGABARIA, NAOGAON, Naogaon"
