DIVISION,DISTRICT,UPAZILA_THANA,EIIN,NAME,EDU_LEVEL,MOBILE,EMAIL,MANAGEMENT,MPO,STUD_TYPE
Barishal,Barisal,Barisal Sadar (Kotwali),100852,BAGHIA GAUSUL  AZAM MAHILA DAKHIL MADRASHA,Dakhil,01728423915,bgawdm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Bhola,Lalmohan,101532,FARAZ GONJ NASARIA DAKHIL MADRASHA,Dakhil,01784683073,fndm101532@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102572,BIRAJALA NURJAHAN DAKHIL MADRASHA,Dakhil,01716399243,birajalanurjahan@gmail.com,,YES,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100853,SHIBPASHA KARAPUR GIRLS DAKHIL MADRASHA,Dakhil,01710518289,,PRIVATE,YES,GIRLS
Barishal,Barguna,Betagi,100282,BETAGI SHALEHIA ALIM MADRASAH,Alim,01728415696,riaz.md58@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Dumki Upazila,102203,JAMIA E- ISLAMIA DKAHIL MADRASAH,Dakhil,01758-285019,jamiae-islamisdhakilmadrasa@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101853,CHARAMTOLI SALEHIA SINIOR MADRASAH,Alim,01704957675,charamtolys.m.nalchity@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Bhandaria,102668,DHAWA NALKATA DAKHIL MADRASHA,Dakhil,01779815186,d102668d@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101081,KALIHATA MAHMUDIA ALIM MADRASAH,Alim,01711704964,m101081kalihata@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100563,POSCHIM SHEAYAMPUR B.M ALIM MADRASAH,Alim,01726807800,psbmam70@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102583,MATIVANGA SALMA GIRLS DAKHIL MADRASHA,Dakhil,01754620019,mativangasalmagirlsdakhilm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Patuakhali,Kala Para,102382,LONDA DAKHIL MADRASHA,Dakhil,01710965119,madrasah102382@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102066,BARADALIMA DAKHIL MADRASAH,Dakhil,01735952631,bddm2012@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Barguna Sadar,100202,KOTBARIA KADARIA DAKHIL MADRASHA,Dakhil,01775210598,m100202ict@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101694,BHAIRAB PASHA ISLAMIA DAKHIL MADRASA,Dakhil,01712862017,m101694@yeaho.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101286,PAKKHIA  DAKHIL  MADRASHA,Dakhil,01715544708,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Patuakhali,Dumki Upazila,102202,DAKKHIN MURADIA  MAHILA  FAZIL  MADRASAH,Fazil,01718833015,102202dmmfm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Bhola,Bhola Sadar,101170,RAMDAS PUR ISLAMIA DAKHIL MADRASHA,Dakhil,01717252438,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Gaurnadi,100690, GAUSIA ABEDIA SUNNIA ALIM MADRASHA,Alim,01718175645,gausiaalimmadrasha786@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Gaurnadi,100697,GARANGAL DAKHIL MADRASA,Dakhil,01724214578,garangalmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102454,AMRA GACHSIA ISLAMIA DKHIL MADRASAH,Dakhil,01793039830,amragasia@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Bhandaria,102649,PASHARI BUNIA N M KARIGARI DAKHIL MADRASHA,Dakhil,01736648328,n.m karigari @gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101399,OSMANGONJ ISLAMIA DAKHIL MADRASAH,Dakhil,01715391422,meiin101399@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101856,TIMIRKATI FATEMIA AZIZIA GIRLS DAKHIL MADRASAH,Dakhil,01716590573,m101856@yahoo.com,,YES,GIRLS
Barishal,Barguna,Amtali,100104,UTTAR PASCHIM TIAKHALI KALAMIA DAKHIL MADRASHA,Dakhil,01719835047,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Daulat Khan,101468,JOYNAGAR ISLAMIA FAZIL MADRASHA,Fazil,10735766692,banglabazarisfmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101381,HAMIDPUR HAMIDIA DAKHIL MADRASHA,Dakhil,01714795810,hamidpurhamidiadakhilmadrasha101381@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101683,SHIRJUG DARUL KORAN DAKHIL MADRASHA,Dakhil,01718264297,shirjugdqdm98@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Bhola,Daulat Khan,101481,JOYNAGAR GIRLS DAKHIL MADRASAH,Dakhil,01716450316,0,PRIVATE,NO,GIRLS
Barishal,Patuakhali,Rangabali,102283,CHOTO BAISDIA ISLAMIA DAKHIL MADRASHA,Dakhil,01720226168,cmad102283@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102278,KALIKAPUR NUREA FAZILMADRASHA,Fazil,01720568452,m102278@gmai.com ,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102559,WEST BHAIAL ALHAJJ A.M.D.S. DAKHIL MADRASH A,Dakhil, 01712878486,westbhailaamdsdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101843,SUBIDPUR ISLAMIA HASANIA ALIM MADRASAH,Alim,01712750347,madrasha101843@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102551,PURBA BADURA ALIM MADRASHA,Alim,01714906357,purbabaduraam@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102545,GERAKHALI NURIA DAKHIL MADRASHA,Dakhil,01727802218,gerakhalinuriadakhilmadrasah @gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100826,EAST CHAND PURA AHMADIA MANYSIDEO FAZIL MADRASHA,Fazil,01711205055,purbo.cafm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101933,PUTIAKHALI DARUL ISLAM ALIM MADRASHA,Alim,01748789408,putiakhili.101933@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Indurkani,102981,S.D. MADINATUL ULUM DAKHIL MADRASAH,Dakhil,01727082550,m102981@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101841,HARIKHALI DARUL ULUM FAZIL MADRASHA,Fazil,01917759160,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102541,PATUAKHALI WAIZIA KAMIL MADRASHA,Kamil,01711190609,pwkm102541@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100100,UTTAR KALAMPUR NURANI BALIKA DAKHIL MADRASHA,Dakhil,01716940463,,PRIVATE,YES,GIRLS
Barishal,Bhola,Char Fasson,101421,DHAL  CHAR  ISLAMIA  DAKHIL  MADRASHA,Dakhil,01710875071,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Nazirpur Upazila,102883,MADDHYA KALARDOANIA DAKHIL MADRASHA,Dakhil,01740997200,m102883@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101939,EAST PUTIAKHALI DARUSSALAM FAZIL MADRASHA,Fazil,01735627620,m101939@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101765,AMUA SONAUTA DAKHIL MADRASHA,Dakhil,01747049052,asdakhilmadrasah1970@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102303,GOLAKHALI  ISLAMIA  DAKHIL  MADRASHA,Dakhil,01714619289,goalmad102303@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100085,AMRAGACHIA SHALEHIA DAKHIL AMDRASAH,Dakhil,01724060685,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101863,TALTALA BAHADURPUR DAKHIL MADRASA,Dakhil,01724540957,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101945,BARAIA EMDADIA DAKHIL MADRASA,Dakhil,01726845743,m101945@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101364,CHAR FASSON KARAMATIA KAMIL MADRASHA,Kamil,01748989161,mknewsbd@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Patharghata,100328,HARITANA SALEHIA DAKHIL MADRASHA,Dakhil,01761509518,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Tazumuddin,101618,CHAR JAHRUDDIN AHAMODDIN DAKHIL MADRASA,Dakhil,01745057245,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Banari Para,100643,NALASREE JALIS MAHMUDIA DHAKIL MADRASHA,Dakhil,01724851625,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100570,HANUA PEARPUR SALEHIA DAKHIL MADRASHA,Dakhil,01726826400,hanuapearpursdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Kala Para,102392,ARAMGANJ ALIGANJ DARUL ISLAM DAKHIL MADRASHA,Dakhil,01716657773,m102392aadidm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101930,RAZAPUR FAZIL MADRASHA,Fazil,01706134063,m101930 @yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102772,DAUDKHALI FAZIL MADRASA,Fazil,01716496185,m102772d.f.m@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102047,PONAHURA ISLAMIA NESARIA SENIOR MADRASHA,Fazil,01714934050,ponahuramadrasah@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Muladi,100998,CHAR PADMA RASHIDIA ISLAMIA FAZIL MADRASHA,Fazil,01724055906,crifm100998@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Indurkani,102971,TOGRA DAUL ISLAM KAMIL MADRASHA,Kamil,01716124970,madrasah102971@gmail.com,PRIVATE,YES,CO-EDUCATION SEPERATE
Barishal,Pirojpur,Nesarabad (Swarupkati),103076,UTTAR KARFA HANIFIA DAKHIL MADRASHA,Dakhil,01728121667,ukhdmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100547,DOKKHIN KAJLAKATHI MOHSENIA ALIM MADRASAH,Alim,01747690264,www.lutforprincipal@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101271,EDARAR M.K.H.K DAKHIL MADRASA,Dakhil,01732095599,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102099,NAZIRPUR IBRAHIM SELIM SMRITI WOMENDAKHIL MADRASA,Dakhil,01912606367,nisswdm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Patuakhali,Bauphal,102040,BAZEMAHAL OBAIDIA FAZIL MADRASHA,Fazil,01713956231,bofm102040@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Nesarabad (Swarupkati),103058,PATIKEL BARI DORGAH SHORIF DAKHIL MADRASAH,Dakhil,01721247787,pbdsd.madrasa@gmail.com,PRIVATE,NO,BOYS
Barishal,Barisal,Bakerganj,100536,PATKATHI  NESARIA   ALIM  MADRASHA,Alim,01716952931,patkathi100536@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102096,CHAR ALGI RASHIDIA GIRLS DAKHIL MADRASHA,Dakhil,01714729322,cargdm2012@yahoo.com,PRIVATE,YES,GIRLS
Barishal,Barisal,Babuganj,100426,WEST BHUTERDIA ALIM MADRASHA,Alim,01761440433,wbambgb@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102072,SOUTH HOSNABAD GIRLS DAKHIL MADRASHA,Dakhil,01719562882,dakhinhosanbaddm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Patuakhali,Galachipa,102308,DAKUA ISLAMIA DAKHIL MADRASHA,Dakhil,01738564940,mad102308@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Taltali,100107,"SOUTH JARAHALI S, DAKHIL MADRASHA",Dakhil,01706104473,meiin100107@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102589,ABDUL HAY GIRLS DAKHIL MADRASAH,Dakhil,01734857590,abdulhaigirlsdakhilmadrasah@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barguna,Barguna Sadar,100225,DIBA MAITHA SALEHIA DAKHIL MADRASHA,Dakhil,01762035869,m100225.ict@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102444,SUBIDKHALI DARUS SUNNAT FAZIL MADRASAH,Fazil,01727173827,darussunnat@gmail.com,PRIVATE,YES,BOYS
Barishal,Bhola,Lalmohan,101544,GAZARIA AYASAH SIDDIQA BALIKA DAKHIL MADRASAH,Dakhil,01942543013,m101544@yahoo.com,PRIVATE,YES,GIRLS
Barishal,Barisal,Bakerganj,100544,BIHARIPUR HOSAINIA ALIM MADRSAH,Alim,01712739090,bham100544@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101689,JHALAKATI ISLAMIA FAZIL MADRASAH,Fazil,01716207823,mizanpvp@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101084,DHAMURA MAHMUDIA DAKHIL MADRASAH,Dakhil,01718782409,madrasah1010@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Nazirpur Upazila,102882,DUMORIA NESARIA GIRLS ALIM MADRASHA,Alim,01715544899,m.102882@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barguna,Patharghata,100341,SINGRA BUNIA UZIR ALI DAKHIL MADRASAH,Dakhil,01722325000,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101428,HAJIRHAT MOHILA DHAKIL MADRASHA,Dakhil,01740865933,,PRIVATE,NO,GIRLS
Barishal,Barisal,Barisal Sadar (Kotwali),100838,CHAR KAWA AHMADIA FAZIL MADRASHA,Fazil,01721097301,ckawafm2000@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102280,BAHER  GAZALIA  SALEHIA  DAKHIL MADRASHA,Dakhil,01734686480,madrasah102280@hotmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Hizla,100732,N. PATTANI DANGA MOHILA DAKHIL MADRASHA,Dakhil,01715422874,"npd100732@gmail,com",PRIVATE,YES,GIRLS
Barishal,Bhola,Char Fasson,131547,DAKSHIN ARKOLMI DAKHIL MADRASA,Dakhil,01735865182,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100860,KASHIPUR GIRLS DAKHIL MADRASHA,Dakhil,01729324617,kasipurbdmadrasha@yahoo.com,PRIVATE,NO,GIRLS
Barishal,Pirojpur,Mathbaria,102798,KHAER GHATI CHARA HAMIDIA DAKHIL MADRASHA,Dakhil,01714737849,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Lalmohan,101538,CHAR TITIA DARUS SUNNAT DAKHIL MADRSAHA,Dakhil,01728330688,mad101538@yahoo.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101278,JOYA BALIKA DHAKIL MADRASHA,Alim,01714552398,m101278m@yahoo.com,PRIVATE,YES,GIRLS
Barishal,Bhola,Lalmohan,101558,LEZ SAKINA DARUSSANANH DAKHIL MADRASHA,Dakhil,01724771976,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102104,PURBA INDRAKUL FIROZA KAMAL GIRLS DAKHIL MADRASHA,Dakhil,01793256227,,PRIVATE,YES,GIRLS
Barishal,Barguna,Barguna Sadar,100212,AZGAR KATI A.B.F.DAKHIL MADRASHA,Dakhil,01724495129,m100212azgorkati@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Bhandaria,102661,EKRI NESARIA DAKHIL MADRASHA,Dakhil,01718522616,m102661n@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102787,MITHA KHALI GUDIGHATA ALIM  MADRASAH,Alim,01712309988,m102787madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102461,KAPAL VERA DARUS SUNNAT MOHILA ALIM MADRASAH,Alim,01712877119,kdmalimmadrasah@gmail.com,PRIVATE,YES,GIRLS
Barishal,Bhola,Char Fasson,101405,DULAR HAT MOHILA DAKHIL MADRASHA,Dakhil,01716526722,,PRIVATE,YES,GIRLS
Barishal,Bhola,Daulat Khan,101474,DAKKHIN BARA DHALI A.D MADRASHA,Dakhil,01766823652,dbadm775@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102770,KAKRABUNIA GIRLS ALIM MADRASA,Alim,01716251503,principalnur1953@gmail.com,PRIVATE,,GIRLS
Barishal,Patuakhali,Mirzaganj Upazila,102442,BHAJNA KADOMTALA NURIA ALIM MADRASAH,Alim,01716501859,bhajnakadomtalamadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101255,CHHOTO MANIKA FAZIL MADRASHA,Fazil,01711249736,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Betagi,100283,GRAMORDON HASHANIA DAKHIL MADRASAHA,Dakhil,01726827068,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Dumki Upazila,102211,ZALISHA HAJI HASMAT BALIKA DAKHIL MADRASAH,Dakhil,01716037748,"jhbdm,dumki@gmail.com",PRIVATE,YES,GIRLS
Barishal,Bhola,Bhola Sadar,101187,UMME KULSUM MAHILA DAKHIL MADRASHA,Dakhil,01712109034,,PRIVATE,YES,GIRLS
Barishal,Jhalokati,Jhalokati Sadar,101706,ELAHA BAD RAHMANIA DAKHIL MADRASAH,Dakhil,01718076697,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Betagi,100280,KAZIRABAD ISLAMIA DAKHIL MADRASHA,Dakhil,01725101847,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101781,BANASH BUNIA GIRLS DAKHIL MADRASHA,Dakhil,01715517661,,PRIVATE,YES,GIRLS
Barishal,Patuakhali,Bauphal,102045,CHAR AL GI DKHIL MADRASHA,Dakhil,01727262609,cadm 2012@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102457,PACHIM KALIKAPUR HOSSIAN DAKHIL MADRASAH,Dakhil,01723473543,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Bamna,100135,GHOPALKHALI  ISLAMIA DAKHIL MADRASAH,Dakhil,01720085217,ghopkhaliislamiadakhilmad@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102465,ISALMABAD MOHAMMADIA DAKHIL MADRASAH,Dakhil,01728631213,immdm69@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100540,DHAPORKATI NURIA DHAKIL MADRASHA,Dakhil,01724854005,dndm1962@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102043,UTTAR KANAKDIA ALIM MADRASAH,Alim,01721051344,ukamadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101280,CHAR  ALGI  ISLAMIA  BALIKA  DAKHIL  MADRASHA,Dakhil,01915988304,,PRIVATE,NO,GIRLS
Barishal,Barguna,Patharghata,100332,RAIHANPUR SINIOR MADRASHA,Alim,01734850574,m100332ra@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101088,KADAMTALA WOMENS ALIM MADRASA,Alim,01732517201,kodomtala101088@gmail.com,PRIVATE,YES,GIRLS
Barishal,Patuakhali,Patuakhali Sadar,102581,D.BALLOVPUR HOSSINIA ISLAMIA DAKHIL MADRASAH,Dakhil,01716454098,dballovpurhossainiaislamia@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100078,BALIATALI CHARAKGACHHIA DAKHIL MADRASHA,Dakhil,01711079989,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100578,MACHUA KHALI ARSHADIA DAKHIL MADRASHA,Dakhil,01720804929,machukhali100578@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Pirojpur Sadar,102951,BADURA WARES ALI DAKHIL MADRASAH,Dakhil,01710862577,mad102951@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Tazumuddin,101619,CHANCHRA ISLAMIA DAKHIL MADRASA,Dakhil,01746034891,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Pirojpur,Bhandaria,102667,ISLAMEA GIRLS DHAKIL MADRASAH,Dakhil,01724038778,,PRIVATE,YES,GIRLS
Barishal,Bhola,Lalmohan,101565,DAWRY HAT ISLAMIA FAZIL MADRASHA,Fazil,01718891069,mad101565@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101396,CHAR  AR  KALMI  GAFURIA  DAKHIL  MADRASHA,Dakhil,01761943964,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102539,SHEHAKATI HOSSAINIA DAKHIL MADRASHA,Dakhil,01717859578,shehakatihossainiadakhilmadrasah@yahoo.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101070,HANUA DAKHIL MADRASA,Dakhil,01714634890,hanuadakhil101070@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101756,M.A.KHALEQUE ISLAMEA DAKHIL MADRASHA,Dakhil,01796836898,makidm20732@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100863,SHAESTABAD DAKHIL MADRASAH,Dakhil,01711583339,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barguna,Taltali,100106,ABDUR GAFUR DAKHIL MADRASAH,Dakhil,01712996681,m100106agdmtb@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101950,AL HAJ MUNSUR ALI DAKHIL MADRASAH,Dakhil,01721365003,m101950@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102048,KARKHANA DARUL ISLAM ALIM MADRASHA,Alim,01732948496,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Betagi,100290,KARUNA HASANIA ALIM MADRASAHA,Alim,01741410943,mainul.mokamia@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101094,SATLA DHARUSSANAT DAKHIL MADRASHA,Dakhil,01912165865,satla101094@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100084,TEPURA AHMADIA DAKHIL MADRASA,Dakhil,01721431769,madrasah100084@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100560,BOALIA NESARIA DAKHIL MADRASHA,Dakhil,01718992508,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102466,BHIKAKHALI NURU MIA DAKHIL MADRASHA,Dakhil,01714714592,bhikakhalinurumiadm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101864,ABDUL AZIZ DAKHIL MADRASA,Dakhil,01728290095,abdulazizdmnalcity@gamil.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Bhandaria,102680,DHAWA BAITUL AMAN DAKHIL MADRASHA,Dakhil,01740036672,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102808,MADDHA BARA SHOWLA ISLAMIA DAKHIL MADRASAH,Dakhil,01724855631,m102808@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101965,OLAMAGONAJ ADAKHOLA DAKHIL MADRASHA,Dakhil,01717612538,m101965@yahoo.com ,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102074,WEST KALISURI GIRLS DAKHIL MADRASAH,Dakhil,01735333608,pkgdm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Pirojpur,Nesarabad (Swarupkati),103063,ISLAMPUR SENIOR MADRASHA,Alim,01765048874,islampursiniormadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100072,UTTAR KALAMPUR HATEMMIA DAKHIL MADRASA,Dakhil,01719661315,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Taltali,100079,ZAKIR TABAK SALEHIA DAKHIL MADRASHA,Dakhil,01714351138,meiin100079@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102557,MEDYO KURI P.A.DAKHIL MADRASAH,Dakhil,01714933803,mkadmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101283,NAYIM BAZAR DAKHIL MADRASHA,Dakhil,01710625579,mad219984@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102781,PATHAKATA DAKHIL MADRASHA,Dakhil,01717284857,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Nesarabad (Swarupkati),103061,MAHMUD KATI DAKHIL MADRASAH,Dakhil,01745847695,mkdm103061@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,134251,UTTAR KESHOBPUR GIRLS DAKHIL MADRASAH,Dakhil,01782616968,,PRIVATE,NO,GIRLS
